Conc_AP_Lys_100_(mM),Conc_AP_Asp_30_(mM),Phase
5.0,1.7,0
0.3,8.1,1
0.4,3.2,1
1.9,0.1,0
8.1,3.0,1
0.1,5.6,0
0.6,1.4,1
3.4,1.0,0
