Conc_AP_Lys_100_(mM),Conc_AP_Asp_30_(mM),Phase,Barcode
5.0,1.7,-1,432821MKDLSD
0.3,8.1,-1,781377NRXV17
0.4,3.2,-1,463883UCK2FQ
1.9,0.1,-1,1528648IKDYV
8.1,3.0,-1,828518A2TNZV
0.1,5.6,-1,187884NP8A91
0.6,1.4,-1,528318PBHU50
3.4,1.0,-1,328356334YEL
