Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
6.9,4.7,1300.0,0
0.4,0.7,175.0,0
0.1,7.7,2025.0,1
1.6,8.0,150.0,1
0.2,0.6,2025.0,0
8.1,0.6,250.0,1
7.9,0.1,2050.0,0
1.7,4.3,1075.0,0
4.4,0.4,1000.0,0
4.0,8.1,1275.0,1
4.3,2.4,50.0,0
0.3,0.1,1100.0,1
1.0,4.3,150.0,1
8.1,0.4,1150.0,0
7.4,8.1,1325.0,0
0.1,4.6,1800.0,1
0.1,6.8,800.0,1
4.3,3.2,1275.0,0
7.1,3.2,50.0,1
1.0,8.1,1375.0,0
0.2,2.5,700.0,1
3.0,0.4,350.0,1
0.1,2.6,1400.0,0
3.6,5.6,1325.0,0
5.5,0.4,350.0,0
2.3,1.5,1200.0,0
6.3,1.9,1225.0,0
1.0,5.9,1400.0,0
2.9,6.3,50.0,1
0.2,4.8,625.0,1
6.4,0.4,825.0,1
1.3,0.4,650.0,0
