Conc_AP_Lys_20_2_(mM),Conc_AP_Asp_30_2_(mM),Phase,Barcode
4.4,1.5,-1,755025BNS7SN
1.1,8.1,-1,000709Z5LNVU
0.6,3.7,-1,303331RLD4F4
8.1,2.9,-1,379135EFATXY
1.4,0.8,-1,979357FMQQ2W
0.8,5.9,-1,3000573EBRA1
6.3,2.1,-1,233725GBKJ8B
3.0,0.8,-1,39921311QOR3
