Conc_AP_Lys_20_2_(mM),Conc_AP_Asp_30_2_(mM),Phase
4.4,1.5,0
1.1,8.1,1
0.6,3.7,0
8.1,2.9,1
1.4,0.8,0
0.8,5.9,0
6.3,2.1,0
3.0,0.8,0
