Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
4.9,0.5,1050.0,1
7.7,8.1,2050.0,0
8.1,6.9,50.0,1
2.1,3.3,2050.0,0
8.1,2.1,2050.0,0
8.1,1.7,150.0,1
0.5,2.9,950.0,0
4.9,0.1,2050.0,0
4.5,0.9,150.0,0
4.5,8.1,2050.0,0
8.1,3.3,1350.0,0
8.1,8.1,750.0,1
8.1,5.3,1950.0,0
6.5,0.5,550.0,1
8.1,0.1,1650.0,0
2.9,1.3,2050.0,0
8.1,4.9,150.0,1
4.1,2.9,2050.0,0
6.9,0.5,2050.0,0
0.9,3.7,1350.0,1
6.1,0.1,50.0,0
4.5,0.1,550.0,0
6.1,7.3,2050.0,0
7.3,8.1,350.0,1
6.9,0.5,950.0,1
8.1,6.5,450.0,1
2.1,2.9,1150.0,0
7.7,3.7,2050.0,0
8.1,0.1,550.0,0
7.7,0.1,50.0,0
3.3,0.5,1050.0,0
8.1,3.3,150.0,1
