Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
6.7,1.0,0
0.8,8.1,0
1.7,2.9,1
4.0,1.4,1
0.7,5.4,0
8.1,0.6,0
1.2,6.7,0
3.0,2.4,1
