Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
6.7,1.0,-1,3618270EP2XG
0.8,8.1,-1,738838R0OLVX
1.7,2.9,-1,125776SGCP4L
4.0,1.4,-1,7688837R8OM2
0.7,5.4,-1,823888UYLLCY
8.1,0.6,-1,3535331ZXNJY
1.2,6.7,-1,713187OHPSPQ
3.0,2.4,-1,722623IF3CMM
