Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
2.9,0.1,1950.0,0
8.1,8.1,150.0,1
4.1,8.1,2050.0,0
6.9,0.5,250.0,0
0.1,4.5,850.0,0
8.1,2.9,2050.0,0
5.3,2.9,1250.0,0
8.1,7.7,1850.0,0
3.3,3.7,2050.0,0
7.7,4.5,50.0,1
4.1,0.1,750.0,0
6.5,0.1,1850.0,0
4.9,8.1,1250.0,1
8.1,2.9,1350.0,0
2.9,1.7,1250.0,0
0.5,2.9,1350.0,0
1.3,2.1,2050.0,0
7.3,5.3,2050.0,0
5.3,2.1,2050.0,0
8.1,7.7,750.0,1
5.7,0.5,1050.0,1
6.1,7.7,1950.0,0
8.1,6.1,350.0,1
8.1,0.9,2050.0,0
2.9,2.1,1850.0,0
5.7,0.1,550.0,0
6.9,6.5,50.0,1
4.5,0.5,2050.0,0
6.5,8.1,50.0,1
5.7,1.3,150.0,1
4.5,1.3,1150.0,1
6.9,3.3,50.0,1
