Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
0.9,3.3,1
7.3,1.3,1
1.7,8.1,0
3.7,0.9,1
1.3,5.7,1
1.3,0.9,1
2.5,0.9,1
6.1,1.3,1
