Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
3.7,2.5,1
1.9,8.1,1
8.1,1.3,1
1.8,5.0,1
5.5,0.4,0
6.3,2.3,1
3.0,6.5,1
3.8,0.7,0
