Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
2.5,0.6,225.0,1
0.2,8.1,2050.0,0
8.1,6.2,1200.0,0
0.2,0.2,2050.0,0
1.0,8.1,150.0,1
8.1,0.1,900.0,0
2.9,4.2,1300.0,0
6.7,3.1,50.0,1
0.1,4.1,475.0,0
4.4,8.1,1500.0,0
0.1,0.7,1050.0,1
4.3,0.7,1075.0,1
0.1,4.5,1875.0,1
6.8,3.0,1275.0,1
5.7,0.3,375.0,0
1.4,7.0,1375.0,1
2.5,5.2,50.0,1
3.9,8.1,50.0,0
5.4,5.5,1325.0,1
0.4,3.2,1275.0,0
0.1,1.7,150.0,0
8.1,1.1,250.0,1
4.3,2.3,50.0,1
6.9,8.1,1475.0,0
0.1,6.5,550.0,0
2.2,1.8,1100.0,1
2.0,2.9,50.0,1
0.1,2.2,1775.0,0
4.6,2.8,1250.0,0
1.8,0.2,725.0,0
6.4,0.9,1175.0,1
3.4,6.3,1300.0,1
