Conc_AP_Lys_100_(mM),Conc_AP_Asp_30_(mM),Phase
0.4,7.8,1
8.1,2.2,0
1.4,1.1,1
4.8,1.3,0
0.1,2.8,0
6.3,2.5,1
3.1,1.8,1
0.1,1.4,0
