Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
4.0,0.7,-1,227492ON58KN
1.4,8.1,-1,477411F13NHD
0.5,3.6,-1,927822EYXKJK
8.1,1.5,-1,1717941V4ZFF
1.2,0.9,-1,1472276TLJHT
1.2,5.8,-1,917422Z1GVMW
6.1,0.6,-1,928282AVB2LA
0.3,2.1,-1,148717D1K1KV
