Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
7.3,5.7,1
7.7,0.1,0
5.3,8.1,1
8.1,2.9,1
5.7,0.9,0
7.3,7.7,1
8.1,4.5,1
7.3,1.7,1
