Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
1.2,5.6,-1,212982XW1Q7H
8.1,0.6,-1,295987ZF5JNI
3.0,0.8,-1,288178531ZKU
0.7,2.7,-1,597881RK9X1V
1.9,8.1,-1,288182BJUGID
5.6,1.0,-1,5599556MDXP6
0.9,0.7,-1,9289254BW7UX
0.9,4.1,-1,258598TI8IMV
