Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
1.2,5.6,0
8.1,0.6,0
3.0,0.8,1
0.7,2.7,0
1.9,8.1,0
5.6,1.0,1
0.9,0.7,1
0.9,4.1,0
