Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
2.8,6.7,1
8.1,1.4,1
2.6,1.0,1
3.6,3.8,1
5.4,0.1,0
6.1,2.3,1
4.2,2.0,1
4.0,8.1,1
