Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
3.4,0.8,-1,917447S14W7V
2.0,8.0,-1,717014GIB1BA
8.1,1.1,-1,1104988V74AE
0.9,3.8,-1,231782SWYQWY
0.6,1.0,-1,20299640FZAE
1.3,5.8,-1,099789NDVCXX
6.1,1.0,-1,427499LO6DFC
2.0,0.6,-1,36380675W586
