Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
1.6,7.3,1
0.7,2.2,1
4.6,1.0,1
0.7,0.7,1
7.6,1.3,1
2.8,0.7,1
1.0,4.6,0
1.3,6.1,0
