Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
6.6,0.7,225.0,0
0.1,7.6,1975.0,0
8.0,7.7,1250.0,0
0.1,0.5,1275.0,1
1.5,6.4,150.0,1
5.2,2.9,2050.0,0
1.3,0.8,50.0,1
2.4,4.7,1225.0,0
8.1,1.3,1275.0,1
4.1,0.6,1075.0,1
4.2,8.1,1275.0,1
6.2,4.6,1300.0,1
0.2,3.2,650.0,0
0.1,4.4,1775.0,0
8.1,3.4,50.0,1
0.1,6.7,825.0,0
4.1,2.2,50.0,0
1.7,3.6,75.0,1
1.8,0.4,700.0,1
3.7,7.8,50.0,0
1.5,7.1,1375.0,1
2.2,2.2,1200.0,1
6.4,0.4,900.0,0
4.5,2.9,1250.0,0
0.1,8.1,375.0,1
3.7,0.4,375.0,1
4.3,5.8,1325.0,1
0.2,2.7,1375.0,1
6.2,6.7,1375.0,0
6.0,3.2,50.0,0
0.2,5.0,375.0,1
6.5,2.6,1250.0,0
