Conc_AP_Lys_250_2_(mM),Conc_AP_Asp_100_2_(mM),Phase,Barcode
3.0,1.2,-1,008032KL0IQ5
1.1,8.1,-1,1302082N2FHQ
8.1,4.7,-1,109302TSAUDC
0.6,4.2,-1,922231Y1QEFN
5.9,2.4,-1,3330729S23ZP
0.8,1.9,-1,333003VFF7AW
1.4,6.1,-1,3391009HBQ53
4.7,1.3,-1,833093R1HGJ2
