Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
6.5,0.5,875.0,1
0.1,8.1,1575.0,1
0.1,0.3,2050.0,1
8.1,8.1,1200.0,1
2.9,5.7,50.0,1
0.5,0.4,525.0,1
2.9,3.8,1325.0,0
8.1,3.8,50.0,1
4.1,1.6,50.0,0
3.9,8.0,1150.0,0
0.2,8.1,550.0,1
8.1,4.0,1225.0,0
0.1,4.2,600.0,1
0.1,4.7,1750.0,1
3.2,0.7,1000.0,1
0.4,1.7,1325.0,0
5.4,5.4,1200.0,1
1.4,2.6,100.0,1
8.1,1.3,350.0,1
5.3,2.7,1150.0,1
2.1,6.3,1500.0,0
2.0,8.1,75.0,0
8.1,1.5,1275.0,1
4.6,0.1,500.0,0
6.2,2.5,150.0,1
1.2,6.1,425.0,1
1.7,8.1,1175.0,1
2.5,0.4,300.0,1
6.0,7.5,1225.0,1
7.5,6.0,1100.0,1
1.1,0.1,1025.0,0
0.9,0.1,1600.0,0
