Conc_AP_Lys_100_(mM),Conc_AP_Asp_30_(mM),Phase
3.6,1.3,0
8.1,8.1,1
0.4,8.1,1
8.1,3.1,1
0.3,3.9,1
0.4,0.6,1
5.9,2.1,1
0.3,6.0,1
