Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
0.4,4.9,950.0,1
7.9,0.4,275.0,0
7.0,7.9,1325.0,1
2.2,0.4,200.0,0
5.2,2.8,1250.0,0
3.1,7.9,125.0,1
0.4,0.7,1250.0,0
3.1,7.3,1325.0,1
5.5,3.1,50.0,0
1.9,4.0,50.0,0
0.1,5.8,1775.0,1
0.1,7.6,425.0,0
7.3,0.7,1100.0,1
0.1,1.9,500.0,1
3.4,0.7,1100.0,0
5.2,5.5,1400.0,0
2.5,3.4,1175.0,0
4.9,0.7,275.0,1
0.1,3.1,1475.0,1
1.0,7.9,1400.0,0
0.7,5.5,350.0,1
1.9,5.5,1325.0,0
0.4,2.8,950.0,0
5.2,0.4,950.0,1
0.1,0.1,800.0,0
3.7,1.9,50.0,0
2.5,5.8,50.0,0
1.3,1.9,50.0,0
5.2,7.6,1325.0,1
7.0,3.1,1250.0,1
0.7,3.7,425.0,1
6.7,1.6,125.0,1
