Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
2.7,4.0,1200.0,0
8.1,0.1,2025.0,0
8.1,1.0,175.0,1
7.9,8.1,1275.0,1
3.8,8.1,50.0,1
1.2,0.5,75.0,0
0.1,7.9,2050.0,0
0.2,0.3,2050.0,0
8.1,3.5,1250.0,1
0.5,5.0,225.0,0
4.8,0.4,875.0,1
3.6,8.1,1350.0,0
0.4,0.1,1050.0,0
4.6,2.6,50.0,0
0.1,4.5,1800.0,0
8.1,0.3,1000.0,0
0.1,6.3,950.0,1
0.3,8.1,300.0,1
5.3,5.5,1375.0,0
0.4,2.9,775.0,1
5.5,2.6,1250.0,0
0.9,8.1,1400.0,0
2.6,1.4,1225.0,0
2.0,3.0,50.0,1
0.1,2.4,1400.0,0
5.6,0.5,275.0,0
2.6,5.9,50.0,1
7.4,3.2,50.0,0
3.3,0.4,400.0,1
2.2,6.2,1375.0,0
7.8,5.8,1275.0,1
0.1,0.9,550.0,1
