Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
1.1,4.1,1075.0,0
8.1,0.1,2000.0,0
8.1,3.0,75.0,0
7.1,8.1,1350.0,0
3.6,8.1,75.0,1
3.1,0.8,125.0,0
0.3,0.6,2050.0,0
5.8,3.5,1275.0,1
0.1,8.1,1625.0,1
0.2,0.1,875.0,0
0.1,7.3,500.0,0
7.8,0.4,975.0,1
2.1,4.5,50.0,1
3.5,6.9,1325.0,1
3.9,0.5,1025.0,1
0.1,4.8,1850.0,0
6.3,0.5,275.0,0
0.3,2.1,275.0,1
5.3,3.1,50.0,1
7.8,5.5,1300.0,0
0.1,4.6,475.0,0
3.3,2.9,1225.0,1
0.1,1.9,1325.0,0
8.1,2.6,1275.0,1
1.2,6.2,1375.0,0
1.9,6.7,125.0,0
5.9,1.2,1175.0,0
5.3,5.6,1350.0,0
1.4,0.3,425.0,0
0.2,2.4,800.0,0
1.9,1.0,1150.0,0
0.3,5.9,900.0,1
