Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
1.7,7.7,-1,474674NMW1DJ
8.0,1.2,-1,808677QKN7GO
0.7,0.6,-1,6668718JWXXS
0.6,1.5,-1,8768443XWAFV
0.6,1.0,-1,41784542WFUQ
1.0,0.5,-1,517544I66GVP
0.6,1.2,-1,225158IOCVEE
0.8,0.6,-1,448565FNC7BP
