Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
7.7,7.7,-1,7578512QQATP
7.7,0.5,-1,771252OYSWTW
8.1,6.1,-1,7172824VAAXL
6.9,0.9,-1,221517M6LQVE
8.1,6.9,-1,271251L9JWJY
7.3,7.3,-1,771287Q8W0A8
7.3,8.1,-1,17841717KL79
7.7,6.9,-1,7787220CGOH0
