Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
7.7,7.7,1
7.7,0.5,0
8.1,6.1,1
6.9,0.9,0
8.1,6.9,1
7.3,7.3,1
7.3,8.1,1
7.7,6.9,1
