Conc_AP_Lys_100_(mM),Conc_AP_Asp_100_(mM),Phase,Barcode
1.0,7.6,-1,30092997Y04I
8.1,0.3,-1,302889BH1APC
1.1,0.5,-1,921213JBP54M
0.6,4.0,-1,329122BNYYMO
4.6,0.4,-1,332223A7X49P
0.8,5.8,-1,233231L0KL1J
0.7,2.2,-1,7292124K16YY
2.8,0.3,-1,092832ND27E3
