Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
2.6,6.0,50.0,0
8.0,0.1,2050.0,0
0.1,2.4,2050.0,0
8.0,8.1,1275.0,0
8.1,0.9,175.0,0
0.7,8.1,1450.0,0
1.7,0.4,650.0,1
4.4,4.1,1350.0,0
0.1,4.4,875.0,0
6.5,0.7,1100.0,1
4.4,2.4,50.0,0
8.1,4.3,1250.0,1
4.3,7.8,1325.0,0
0.1,8.1,350.0,0
1.1,3.0,125.0,1
0.1,1.6,1275.0,1
0.1,5.4,1825.0,1
3.6,1.3,1175.0,1
4.6,0.3,550.0,0
2.1,5.7,1325.0,1
6.3,6.1,1350.0,1
0.3,5.5,300.0,0
6.9,3.1,50.0,0
2.4,0.8,50.0,0
2.1,3.3,1125.0,0
3.9,8.1,50.0,1
0.1,6.8,875.0,1
0.1,2.2,650.0,0
6.3,2.9,1275.0,0
0.4,3.6,1500.0,1
0.2,0.2,2050.0,0
8.1,0.4,700.0,1
