Conc_AP_Lys_250_2_(mM),Conc_AP_Asp_100_2_(mM),Phase
5.9,3.2,0
0.4,8.1,1
0.3,1.6,0
0.3,4.9,0
3.3,1.6,1
7.9,3.4,1
1.8,0.7,0
0.3,3.3,1
