Conc_AP_Lys_20_2_(mM),Conc_AP_Asp_30_2_(mM),Phase,Barcode
2.3,1.3,-1,332124YIGDE4
1.4,8.1,-1,103483K1OUIX
8.1,4.1,-1,832343YI19J7
0.6,4.5,-1,273280VIG4TE
5.8,1.5,-1,723817YC743S
0.7,2.5,-1,137473XJ9FFV
1.5,6.2,-1,410333UTQU1C
7.4,2.4,-1,37310382LJ37
