Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
0.7,0.1,0
1.7,7.8,0
7.0,1.1,0
1.0,4.2,1
3.8,0.8,0
0.8,2.2,1
1.3,6.0,0
5.4,1.0,0
