Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
1.4,4.3,1
8.1,0.1,0
8.1,8.1,1
3.4,0.1,0
6.0,4.1,1
3.7,8.1,1
0.1,7.7,0
0.1,1.1,0
