Conc_AP_Lys_100_(mM),Conc_AP_Asp_30_(mM),Phase,Barcode
4.1,1.6,-1,772252QYLYC5
0.2,7.9,-1,3077370GXU1J
0.2,3.5,-1,4181481NO72C
8.1,2.8,-1,041742EPB9HH
0.7,0.3,-1,002881NMVY4Q
0.2,5.7,-1,030483XNFAF8
6.1,2.1,-1,405254L44OCV
2.4,1.0,-1,7703023E5LL7
