Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
1.2,5.3,0
8.1,0.9,0
2.8,0.3,0
0.1,2.2,0
2.2,8.1,1
5.4,1.1,1
0.9,0.5,1
0.5,3.8,0
