Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
1.2,5.3,-1,0876176T2E5L
8.1,0.9,-1,666118SMWRB4
2.8,0.3,-1,661270TQFZDB
0.1,2.2,-1,768868IEXW90
2.2,8.1,-1,727802MWNLT2
5.4,1.1,-1,107776RM38VG
0.9,0.5,-1,008606Z39IOR
0.5,3.8,-1,106860NGBAIV
