Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
1.6,7.1,1450.0,0
8.1,0.3,400.0,0
0.1,0.7,275.0,0
0.2,0.2,2050.0,0
8.1,6.0,1250.0,1
4.3,8.1,50.0,1
4.1,2.2,1225.0,0
0.7,5.4,375.0,1
4.2,1.9,50.0,0
0.1,3.3,1350.0,1
8.1,2.0,1300.0,0
5.1,8.1,1325.0,0
0.6,0.1,1100.0,0
8.1,3.2,50.0,0
3.2,0.1,650.0,0
4.0,5.2,1350.0,0
6.1,0.4,950.0,0
1.5,8.1,225.0,1
1.5,3.0,50.0,0
0.2,2.9,675.0,0
6.4,4.0,1325.0,0
0.1,5.4,1675.0,1
2.6,6.1,50.0,0
5.7,0.5,350.0,1
2.3,3.7,1250.0,0
2.3,0.7,150.0,1
7.4,8.1,1350.0,0
0.1,1.3,1575.0,0
6.0,6.1,1350.0,1
2.1,1.6,1125.0,1
6.3,2.1,50.0,0
8.1,0.2,925.0,0
