Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
3.3,6.1,50.0,1
0.9,0.1,2050.0,0
0.5,8.1,1950.0,0
8.1,8.1,1450.0,0
8.1,1.3,750.0,1
0.1,0.5,450.0,0
3.7,3.7,1250.0,1
8.1,4.9,50.0,1
3.3,8.1,1050.0,1
4.1,1.7,50.0,0
0.1,4.1,2050.0,0
0.1,8.1,450.0,1
3.3,0.1,950.0,0
7.7,4.5,1250.0,1
0.1,4.1,250.0,0
0.5,2.1,1250.0,0
0.9,5.7,1350.0,1
5.3,6.1,1250.0,1
5.7,1.7,1050.0,1
6.5,2.9,250.0,1
2.5,0.1,350.0,0
2.5,8.1,350.0,1
0.9,8.1,1350.0,1
1.3,6.1,350.0,1
4.5,8.1,50.0,1
1.3,1.7,50.0,1
4.9,0.9,550.0,1
0.9,0.1,950.0,0
2.9,5.7,1150.0,1
6.1,8.1,1250.0,1
0.1,6.1,1850.0,0
2.5,1.7,1250.0,0
