Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
7.6,1.1,0
1.4,8.1,0
0.5,1.1,0
0.8,4.6,0
4.2,0.9,1
2.3,0.6,0
1.3,6.3,1
0.4,2.9,0
