Conc_AP_Lys_20_2_(mM),Conc_AP_Asp_100_2_(mM),Phase,Barcode
3.8,4.4,-1,03310158NYFC
8.1,1.7,-1,511511Q0LU8P
1.5,8.1,-1,810711BV7BQ9
5.4,2.1,-1,517144EZYTYY
2.1,5.9,-1,00113572DJBW
6.9,3.1,-1,351154GPWPGD
4.1,2.9,-1,1355110BVD5I
2.8,7.3,-1,580440R6CNYP
