Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
4.8,4.8,1400.0,0
1.3,0.8,50.0,1
0.1,8.1,475.0,1
8.1,2.3,50.0,0
0.1,7.7,1950.0,1
0.1,1.7,1400.0,1
5.0,0.3,875.0,1
8.1,8.1,1200.0,1
2.5,5.0,50.0,1
8.1,2.4,1300.0,1
2.8,8.1,1200.0,1
0.1,4.5,775.0,1
4.7,1.5,50.0,1
1.4,4.8,1600.0,0
3.7,8.1,50.0,1
8.1,0.3,675.0,1
1.8,0.3,825.0,1
3.2,2.1,1350.0,1
7.8,5.3,1425.0,0
5.5,7.5,1400.0,1
0.1,8.1,1275.0,1
0.4,3.3,175.0,1
5.6,2.5,1150.0,1
0.1,2.0,700.0,1
3.2,0.1,350.0,0
0.6,5.9,325.0,1
6.1,0.3,375.0,1
3.1,6.2,1500.0,0
0.2,6.6,875.0,1
1.3,3.3,1225.0,0
2.1,7.4,350.0,1
0.1,3.3,1775.0,0
