Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
4.5,1.8,1200.0,0
0.7,8.1,175.0,0
0.2,7.1,2050.0,0
8.1,8.0,1250.0,0
8.1,4.0,50.0,1
0.5,1.2,50.0,0
8.1,0.1,2050.0,0
0.1,4.4,1000.0,1
3.6,7.4,1300.0,1
5.0,0.8,125.0,0
0.1,0.1,1225.0,1
8.1,0.3,825.0,0
7.9,4.0,1250.0,1
2.0,4.6,50.0,0
4.1,8.1,50.0,1
2.5,0.3,675.0,0
2.9,4.4,1300.0,0
0.1,4.3,1775.0,0
8.1,1.0,100.0,0
0.1,8.1,1375.0,1
5.6,5.5,1375.0,0
1.8,2.1,1125.0,1
0.2,5.8,450.0,0
0.1,2.4,600.0,0
7.0,1.6,1275.0,0
5.6,0.4,775.0,1
5.8,3.1,50.0,0
1.1,5.9,1400.0,0
5.8,8.1,1375.0,0
2.7,0.6,100.0,0
2.4,6.7,125.0,1
0.1,2.6,1425.0,0
