Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
2.3,1.0,1175.0,0
8.1,8.1,1400.0,0
1.4,8.1,350.0,1
8.1,2.8,50.0,0
0.1,6.2,1750.0,1
7.3,2.8,1375.0,0
0.9,3.1,50.0,0
4.2,6.0,1325.0,0
4.4,0.6,225.0,1
0.1,4.1,950.0,1
8.1,0.1,725.0,0
1.7,8.1,1175.0,1
0.2,0.8,575.0,1
5.4,0.6,1100.0,0
2.2,3.8,1500.0,1
2.5,5.6,50.0,0
4.1,8.1,50.0,1
8.1,5.4,1250.0,1
0.1,2.1,1450.0,0
4.7,3.3,1300.0,0
0.3,5.7,425.0,1
5.6,8.1,1225.0,1
2.0,0.9,100.0,1
6.8,0.9,250.0,1
0.1,6.5,1000.0,0
2.7,0.2,625.0,0
1.9,6.0,1400.0,1
6.1,4.9,1450.0,0
3.6,8.1,1425.0,0
0.1,4.3,1500.0,1
8.1,0.9,1225.0,0
0.1,8.1,1525.0,1
