Conc_AP_Lys_100_(mM),Conc_AP_Asp_100_(mM),Phase
0.6,2.1,0
8.1,0.8,1
1.4,8.1,1
4.1,0.3,0
0.3,5.2,0
2.0,0.6,1
6.1,0.5,1
0.9,3.7,1
