Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
7.4,0.2,1925.0,0
0.2,8.1,325.0,0
0.2,0.1,875.0,0
7.5,8.1,1325.0,0
8.1,2.3,100.0,0
0.6,5.7,2050.0,0
4.0,3.3,1275.0,0
2.0,3.5,50.0,1
0.3,0.9,2050.0,1
3.1,8.1,1375.0,0
4.5,0.4,375.0,1
0.1,4.7,900.0,1
7.7,4.3,1275.0,0
3.7,7.4,50.0,1
7.2,0.4,1000.0,0
1.4,0.4,125.0,0
0.1,3.3,1575.0,0
3.1,0.5,1050.0,0
0.2,8.0,1575.0,0
5.2,3.0,50.0,0
2.2,5.4,1325.0,0
0.2,2.5,500.0,1
5.3,6.5,1350.0,1
0.5,5.5,250.0,0
1.6,2.6,1100.0,1
7.0,0.5,400.0,1
6.2,2.4,1225.0,1
0.1,6.9,800.0,1
3.2,1.6,50.0,1
5.1,0.4,900.0,1
0.1,1.3,1300.0,1
2.4,5.7,50.0,0
