Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
7.6,7.0,-1,428206TW71DF
0.4,0.4,-1,467004XYHREX
1.6,7.9,-1,4262477D9UJX
6.7,1.0,-1,182146WJ5T97
1.0,4.0,-1,416662O3E3A2
6.7,7.9,-1,882660TZNITV
0.7,1.6,-1,781887FXZ9DL
1.6,0.4,-1,781602P3H7AC
