Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
7.6,7.0,1
0.4,0.4,0
1.6,7.9,0
6.7,1.0,0
1.0,4.0,1
6.7,7.9,1
0.7,1.6,1
1.6,0.4,0
