Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
0.8,4.3,1400.0,1
8.1,0.9,175.0,0
8.0,7.9,1250.0,1
3.0,8.1,125.0,1
1.6,0.8,50.0,1
5.8,3.1,1250.0,1
3.5,8.0,1325.0,0
0.3,0.1,1100.0,1
0.2,4.8,325.0,0
0.1,7.6,2025.0,1
3.6,3.5,2050.0,0
4.7,0.3,625.0,0
8.1,0.4,1125.0,0
5.3,3.0,50.0,0
2.9,1.8,1225.0,0
0.1,7.9,375.0,0
8.1,3.8,50.0,1
3.7,5.1,1325.0,1
0.1,2.1,575.0,1
0.1,6.3,950.0,1
6.4,5.7,1350.0,0
0.7,8.1,1400.0,1
2.4,5.6,50.0,0
2.0,3.2,50.0,1
1.9,0.4,650.0,1
0.1,5.3,1900.0,0
8.1,2.8,1275.0,0
5.8,0.7,1125.0,0
3.9,1.2,100.0,0
0.8,2.4,1100.0,0
5.9,7.8,1375.0,0
0.2,4.2,850.0,0
