Conc_AP_Lys_100_(mM),Conc_AP_Asp_30_(mM),Phase
7.7,2.6,0
0.2,8.0,0
0.2,0.1,0
3.9,1.5,1
0.6,4.0,1
1.9,1.2,1
0.4,6.0,1
5.7,2.3,1
