Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
6.7,1.1,0
1.5,6.9,0
0.6,0.6,0
0.9,3.7,1
3.5,0.8,0
1.2,5.4,1
0.7,2.3,1
2.1,0.6,1
