Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
1.3,7.0,0
7.9,1.0,0
7.9,7.6,1
1.9,1.0,1
4.6,7.9,1
0.7,4.0,0
4.9,0.7,0
3.1,7.3,1
