Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
0.9,0.8,1
1.8,8.1,1
6.6,1.1,0
1.1,4.6,1
3.8,0.9,1
0.6,2.7,0
1.4,6.4,1
2.4,0.7,1
