Conc_AP_Lys_100_(mM),Conc_AP_Asp_30_(mM),Phase
7.3,6.9,1
0.1,0.1,0
0.1,8.1,0
8.1,0.1,0
3.1,4.1,1
4.1,0.2,0
3.8,8.1,1
6.6,3.4,1
