Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
7.8,0.1,975.0,0
0.1,8.1,2050.0,0
0.1,3.5,75.0,0
8.0,8.1,1325.0,1
0.3,0.1,1900.0,0
3.6,4.2,1250.0,1
3.5,8.1,50.0,0
5.1,2.4,50.0,0
2.0,0.1,775.0,0
7.7,4.0,1325.0,0
0.1,4.2,1775.0,1
2.7,8.1,1275.0,1
0.1,7.1,475.0,1
0.2,0.1,50.0,0
4.8,1.2,1150.0,0
8.1,1.5,250.0,1
0.1,2.0,1200.0,1
5.4,6.6,1300.0,0
2.5,5.3,50.0,1
5.5,0.1,500.0,0
2.4,1.8,150.0,1
0.7,6.6,1525.0,0
2.5,2.1,1100.0,1
1.3,4.0,1275.0,1
0.1,1.1,575.0,0
7.0,1.8,1300.0,0
8.0,3.6,50.0,1
0.2,2.3,2050.0,1
5.6,3.4,1225.0,1
2.7,6.0,1425.0,0
1.6,7.2,100.0,0
0.2,6.0,2050.0,1
