Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
0.1,8.1,0
8.1,0.1,0
0.1,0.1,0
8.1,8.1,1
4.1,4.1,1
4.1,0.1,0
0.1,4.1,0
8.1,4.1,1
