Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
3.4,6.8,-1,8890780FTPQ8
7.1,0.1,-1,97781969OQDU
0.1,0.1,-1,5785182DDMMA
8.1,5.0,-1,285885M6Q5L2
3.6,2.5,-1,1579886R4VMD
0.1,4.5,-1,827850BIN8SV
6.6,8.1,-1,287870FCSFWX
5.3,4.7,-1,870255Y82HWX
