Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
1.9,4.6,2000.0,0
7.9,0.1,50.0,0
4.0,7.9,50.0,1
0.1,0.1,425.0,0
7.9,0.1,1925.0,0
7.9,7.9,1550.0,0
4.9,3.4,875.0,1
0.1,7.9,1025.0,1
0.1,0.1,1700.0,0
0.1,4.9,50.0,0
7.9,5.2,50.0,1
6.4,4.3,2000.0,0
3.7,7.9,1550.0,0
0.1,3.7,1100.0,1
3.7,1.3,50.0,0
4.3,0.1,1475.0,0
0.1,7.9,2000.0,0
7.9,1.0,950.0,1
7.0,7.9,650.0,1
2.5,5.8,650.0,1
7.9,4.9,1100.0,1
4.6,4.6,50.0,1
2.2,1.3,950.0,1
0.7,7.9,200.0,0
5.2,0.1,650.0,0
2.5,1.6,2000.0,0
4.0,4.9,1475.0,0
6.4,2.5,275.0,1
6.4,2.2,1475.0,0
1.6,2.8,350.0,1
5.8,7.3,2000.0,0
4.3,7.9,800.0,1
