Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
0.5,0.5,650.0,1
7.3,4.1,1250.0,1
1.3,6.1,1350.0,1
0.5,1.3,2050.0,0
7.3,0.9,150.0,0
4.1,0.1,650.0,0
0.5,3.3,1050.0,0
0.5,4.1,1650.0,0
2.5,3.7,1150.0,0
2.1,0.5,950.0,0
0.1,1.7,350.0,0
1.3,1.7,1150.0,1
0.5,0.5,1050.0,1
1.3,4.5,1050.0,0
2.5,4.9,1250.0,1
0.5,3.3,1450.0,1
1.7,3.3,1050.0,1
1.3,0.5,850.0,0
7.3,0.5,350.0,1
0.9,2.5,1050.0,1
6.5,3.7,1250.0,1
1.3,0.9,1050.0,1
1.3,5.3,1350.0,1
2.1,4.5,1150.0,0
0.9,4.1,1150.0,0
0.5,2.1,1150.0,1
0.1,2.9,950.0,0
1.7,4.1,1050.0,0
0.9,4.1,1550.0,1
0.9,0.5,750.0,1
0.5,3.7,1550.0,1
0.5,1.7,2050.0,0
