Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
1.6,0.4,-1,174550L6VH4Y
1.9,8.0,-1,227281BZXXDW
8.1,1.0,-1,807727JA1O80
0.9,4.2,-1,778751ZIQUUC
4.8,0.8,-1,7828675EZ5BR
0.4,2.1,-1,705467ZZOQUF
1.4,6.1,-1,700451AD8A95
6.4,1.0,-1,074867DF6PHG
