Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
4.2,0.4,950.0,1
0.2,8.1,1600.0,0
8.1,7.4,1275.0,0
3.0,6.5,50.0,0
0.2,2.1,2050.0,0
8.1,3.1,75.0,0
0.4,1.2,125.0,0
3.7,5.0,1325.0,1
8.1,2.7,1275.0,1
0.1,3.4,1000.0,1
4.2,2.3,50.0,0
0.1,7.0,675.0,1
7.3,0.4,575.0,1
0.1,0.1,1225.0,1
4.8,8.1,1300.0,0
0.6,4.4,225.0,1
0.6,4.9,1700.0,0
2.6,2.4,1225.0,0
6.5,5.2,1325.0,0
2.8,0.4,375.0,1
5.4,2.5,1225.0,0
1.1,8.1,150.0,0
1.8,6.5,1350.0,1
8.1,0.4,1150.0,0
5.2,0.5,325.0,1
0.8,0.4,675.0,0
1.8,2.8,50.0,0
7.0,1.3,100.0,0
1.8,4.5,1150.0,0
0.1,3.0,1500.0,0
6.0,3.2,50.0,0
0.1,5.4,975.0,1
