Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
6.5,6.1,1350.0,1
0.9,0.5,150.0,1
0.1,1.7,1950.0,0
8.1,0.9,150.0,0
1.7,7.7,150.0,0
0.1,6.9,1550.0,1
7.7,1.3,1250.0,0
0.1,4.1,750.0,0
3.3,3.7,1250.0,0
0.1,0.1,1050.0,1
4.5,0.5,350.0,1
1.7,3.7,50.0,0
2.9,8.1,1350.0,1
0.1,4.9,2050.0,0
0.1,2.9,1350.0,1
6.5,2.9,50.0,0
6.1,3.3,1250.0,1
1.3,4.9,1350.0,1
5.3,8.1,1350.0,0
0.1,2.5,350.0,0
0.5,6.5,450.0,1
3.7,1.7,50.0,0
2.5,6.1,50.0,0
0.1,0.5,550.0,0
6.5,0.5,250.0,0
1.7,6.9,1350.0,1
6.9,7.7,1350.0,0
0.9,4.9,250.0,1
0.1,6.5,1950.0,1
2.5,0.5,150.0,0
0.1,1.3,1350.0,0
0.5,5.3,1650.0,0
